ID,Language
7093,Hindi
7094,English
7095,Korean
7095,English
7096,English
7097,English
7098,Cantonese
7099,Cantonese
7100,English
7101,English
7102,English
7103,English
7104,Cantonese
7105,Turkish
7105,English
7106,English
7107,English
7108,English
7109,English
7110,English
7111,Mandarin
7111,Cantonese
7112,English
7113,English
7114,English
7115,English
7116,English
7117,English
7118,Tamil
7119,English
7119,Spanish
7120,English
7121,English
7122,Japanese
7122,Esperanto
7122,English
7123,English
7123,Greek
7124,English
7125,English
7126,Italian
7126,English
7127,English
7128,French
7129,Mandarin
7130,English
7131,English
7132,English
7133,English
7133,Spanish
7134,English
7135,English
7136,English
7137,Italian
7137,German
7137,English
7138,English
7138,Spanish
7139,English
7140,Spanish
7141,English
7142,English
7143,English
7144,English
7144,Icelandic
7145,Hindi
7146,English
7146,Spanish
7147,Mandarin
7148,Korean
7148,Cantonese
7148,French
7148,Mandarin
7149,English
7150,English
7150,Arabic
7151,Korean
7152,French
7153,Japanese
7154,English
7155,English
7156,English
7157,English
7158,Japanese
7159,Mandarin
7160,English
7161,English
7162,English
7163,English
7164,English
7165,Mandarin
7166,English
7166,Chinese
7166,Arabic
7167,English
7168,English
7169,Korean
7170,English
7171,English
7172,English
7173,English
7174,Afrikaans
7174,English
7175,English
7176,English
7177,English
7178,English
7179,English
7180,English
7181,English
7182,English
7182,Hebrew
7183,Spanish
7184,English
7184,Italian
7185,English
7186,Hindi
7187,Spanish
7188,English
7189,Indonesian
7189,Welsh
7189,English
7190,Spanish
7191,English
7192,English
7193,English
7193,Latin
7194,English
7195,English
7196,English
7197,English
7197,Tibetan
7198,Italian
7198,Sinhalese
7198,English
7199,English
7199,Spanish
7200,English
7201,Filipino
7201,Tagalog
7202,English
7203,English
7204,Hindi
7205,English
7205,Spanish
7206,English
7207,English
7208,Hindi
7209,English
7210,English
7210,Japanese
7210,French
7210,Arabic
7211,English
7212,Russian
7212,Italian
7213,Italian
7214,English
7215,English
7216,English
7217,Tamil
7218,English
7219,English
7220,English
7221,Polish
7222,Japanese
7223,English
7224,English
7225,English
7225,Cantonese
7226,French
7227,English
7228,English
7229,English
7231,English
7232,English
7233,English
7235,English
7235,French
7235,Finnish
7236,English
7237,English
7238,English
7239,Italian
7240,Hindi
7241,Tamil
7242,English
7243,English
7243,Spanish
7244,Dutch
7244,English
7245,Mandarin
7246,Turkish
7247,English
7248,English
7248,Mandarin
7249,Bengali
7250,English
7251,English
7252,English
7253,English
7254,English
7255,Hindi
7255,Bengali
7256,English
7257,Telugu
7258,English
7259,Telugu
7260,English
7261,English
7262,English
7263,English
7264,Japanese
7266,English
7267,Hebrew
7268,English
7269,Hindi
7270,English
7271,Japanese
7272,English
7273,English
7274,English
7275,English
7275,German
7276,English
7277,English
7277,Spanish
7278,Persian
7279,French
7280,English
7281,English
7282,English
7283,English
7284,Greek
7284,English
7284,Turkish
7285,English
7286,English
7286,French
7287,English
7288,English
7289,English
7290,English
7292,English
7293,English
7294,English
7295,French
7296,Croatian
7296,Serbian
7296,English
7297,Hindi
7298,English
7299,English
7300,English
7300,French
7301,Italian
7301,Spanish
7302,English
7303,English
7304,English
7305,English
7306,English
7307,Korean
7308,English
7309,English
7310,Italian
7311,English
7312,English
7313,English
7314,Kannada
7315,English
7316,English
7317,English
7318,Japanese
7319,Korean
7320,English
7321,Telugu
7322,English
7323,English
7324,English
7325,Italian
7326,English
7327,English
7328,English
7329,English
7330,English
7331,English
7332,Hindi
7333,Hindi
7333,English
7334,English
7335,English
7336,English
7337,English
7337,German
7337,Japanese
7338,Bengali
7339,Hindi
7340,English
7341,English
7342,Mandarin
7343,English
7344,English
7345,English
7345,Italian
7346,English
7347,French
7347,Italian
7348,English
7349,English
7350,English
7351,Korean
7352,English
7353,English
7354,English
7355,English
7356,Hindi
7357,English
7358,French
7359,English
7360,English
7361,English
7362,English
7363,Tamil
7363,Malayalam
7364,French
7364,English
7365,Korean
7365,Mandarin
7366,English
7367,English
7368,English
7369,Hindi
7370,English
7371,English
7372,Japanese
7373,English
7374,Hindi
7375,English
7376,English
7377,Italian
7378,English
7379,Tamil
7380,English
7381,English
7382,English
7383,English
7384,French
7385,English
7385,Mandarin
7386,English
7386,German
7386,Norwegian
7387,English
7388,English
7389,English
7390,English
7391,English
7392,Japanese
7392,Cantonese
7393,English
7394,English
7395,Tamil
7395,Telugu
7396,Italian
7396,English
7397,English
7397,Lao
7398,Mandarin
7398,Cantonese
7399,English
7399,Japanese
7399,Italian
7399,Hawaiian
7399,German
7399,French
7400,Tamil
7401,English
7402,Hindi
7402,English
7403,Spanish
7405,English
7406,English
7407,English
7408,English
7409,English
7410,English
7411,English
7412,German
7412,English
7412,Polish
7413,Italian
7414,Hindi
7416,English
7417,Spanish
7417,English
7418,English
7418,Italian
7418,German
7419,Romanian
7420,English
7421,Italian
7423,English
7424,English
7425,English
7426,English
7427,English
7428,Russian
7430,English
7431,English
7432,English
7433,Hindi
7434,English
7435,Italian
7436,English
7436,French
7436,Arabic
7437,English
7438,Telugu
7439,English
7441,English
7442,English
7443,English
7444,English
7445,Hindi
7446,Cantonese
7446,Mandarin
7447,English
7448,English
7449,English
7450,English
7451,English
7451,French
7452,Greek
7453,English
7454,English
7456,English
7457,English
7458,English
7458,Italian
7459,Tamil
7460,English
7461,English
7462,English
7463,English
7464,English
7464,Spanish
7464,Portuguese
7465,English
7466,Hindi
7466,English
7467,Swedish
7467,English
7467,Dutch
7467,Italian
7468,Spanish
7469,Russian
7470,Persian
7470,Kurdish
7471,English
7472,Portuguese
7473,English
7473,Dutch
7473,German
7473,Latin
7473,French
7474,English
7475,English
7476,English
7477,Bengali
7478,Romanian
7479,Russian
7480,English
7481,Swedish
7481,Spanish
7481,English
7481,Serbian
7481,Arabic
7482,English
7483,English
7484,English
7485,English
7485,French
7486,Italian
7487,English
7488,Dutch
7488,English
7488,French
7488,Portuguese
7489,Italian
7490,English
7490,Spanish
7490,French
7490,German
7491,English
7492,Bosnian
7492,English
7493,English
7494,Telugu
7495,English
7495,American Sign Language
7495,Brazilian Sign Language
7496,English
7496,French
7497,English
7498,English
7499,English
7501,English
7502,English
7503,English
7503,French
7504,English
7505,Hindi
7506,Japanese
7507,English
7508,English
7509,English
7510,English
7511,English
7512,Mandarin
7512,Cantonese
7513,English
7514,English
7515,French
7515,Romanian
7516,English
7517,English
7518,English
7519,Telugu
7519,Tamil
7519,Malayalam
7520,English
7520,Russian
7520,Spanish
7521,Korean
7521,French
7522,English
7523,Hindi
7524,English
7525,English
7526,English
7526,Mandarin
7527,English
7528,English
7529,English
7530,English
7531,Hindi
7532,English
7533,Swedish
7533,Russian
7533,English
7534,English
7535,English
7535,French
7535,German
7536,English
7537,English
7538,English
7539,English
7540,English
7540,French
7541,English
7542,English
7543,English
7544,English
7545,English
7546,English
7547,English
7548,Hindi
7549,English
7550,English
7551,English
7552,Icelandic
7552,Swedish
7552,French
7552,English
7553,English
7554,English
7555,English
7556,English
7557,English
7559,English
7560,English
7561,English
7562,English
7563,English
7564,Japanese
7565,English
7566,English
7567,English
7567,Japanese
7568,Tamil
7569,English
7570,English
7571,English
7571,French
7572,English
7573,English
7574,English
7575,Tamil
7576,Hindi
7577,English
7578,English
7579,English
7580,Hindi
7581,English
7582,English
7583,English
7584,English
7585,English
7586,Spanish
7586,Quechua
7587,English
7588,English
7589,English
7590,English
7591,English
7591,Serbo-Croatian
7592,English
7593,English
7594,English
7594,French
7595,Telugu
7596,Spanish
7597,English
7598,English
7599,English
7600,English
7601,English
7602,English
7603,Telugu
7603,Tamil
7604,Filipino
7604,English
7604,Tagalog
7605,English
7606,English
7606,Spanish
7607,Spanish
7607,English
7608,English
7609,English
7609,Khmer
7610,French
7610,English
7610,Mandarin
7610,Luxembourgish
7611,English
7613,English
7615,English
7616,English
7617,English
7618,Italian
7619,English
7620,English
7621,English
7622,English
7623,Marathi
7623,Hindi
7624,Spanish
7624,English
7625,English
7626,English
7627,English
7628,English
7629,Danish
7629,Swedish
7630,English
7631,English
7632,English
7633,English
7634,English
7635,Polish
7636,English
7637,English
7638,Norwegian
7639,English
7639,Hindi
7640,Korean
7640,Cantonese
7640,English
7640,Thai
7640,Vietnamese
7641,English
7642,Italian
7643,Mandarin
7644,English
7645,Hindi
7646,English
7647,English
7648,English
7648,German
7649,English
7650,English
7651,Persian
7651,English
7651,Assyrian Neo-Aramaic
7651,Dari
7652,Spanish
7653,English
7654,English
7655,Latvian
7656,English
7657,English
7658,English
7659,English
7660,English
7661,English
7662,English
7663,English
7664,English
7665,English
7666,English
7666,Indonesian
7667,English
7668,English
7669,Arabic
7669,English
7669,Hebrew
7670,English
7671,English
7672,English
7673,English
7674,English
7674,Spanish
7675,Hindi
7676,Icelandic
7676,Swedish
7676,English
7677,English
7678,English
7679,Tamil
7680,French
7681,English
7682,English
7683,English
7684,Russian
7684,Kazakh
7685,English
7686,Korean
7687,English
7687,Korean
7687,French
7688,English
7689,Italian
7690,English
7691,Mandarin
7692,Hindi
7693,Korean
7694,English
7695,Japanese
7696,English
7697,English
7698,English
7699,English
7700,Hindi
7701,Georgian
7701,English
7702,English
7702,Spanish
7703,English
7704,English
7705,English
7706,English
7707,English
7707,Maya
7708,Danish
7709,Korean
7710,English
7711,Mandarin
7712,English
7713,English
7713,French
7714,Japanese
7715,Latin
7716,German
7716,English
7716,Spanish
7716,French
7717,English
7718,English
7719,English
7720,English
7721,English
7722,English
7723,English
7724,English
7725,English
7726,English
7726,French
7726,Italian
7726,German
7727,English
7728,English
7728,Japanese
7728,Korean
7729,French
7729,English
7730,English
7731,Malayalam
7732,English
7733,English
7734,English
7735,English
7736,Czech
7736,German
7737,Danish
7738,English
7739,English
7740,English
7740,French
7740,German
7741,English
7742,English
7743,English
7744,English
7745,English
7746,English
7747,English
7748,English
7749,English
7750,English
7751,Afrikaans
7752,English
7753,Bhojpuri
7754,English
7755,English
7756,English
7757,Swedish
7758,English
7758,German
7758,Italian
7758,Latin
7758,French
7759,English
7760,English
7761,English
7762,Hindi
7762,Urdu
7762,English
7764,English
7765,English
7766,English
7767,English
7768,Mandarin
7768,Cantonese
7769,English
7770,English
7771,Italian
7771,English
7772,English
7773,English
7774,English
7775,English
7776,English
7777,Hindi
7777,English
7778,English
7779,Tamil
7780,English
7781,English
7782,Nepali
7783,Hindi
7784,English
7785,English
7786,English
7787,English
7788,English
7789,French
7789,English
7790,English
7791,Italian
7792,English
7793,Italian
7794,English
7795,English
7796,English
7797,English
7798,English
7799,English
7800,English
7801,Afrikaans
7802,Dutch
7803,English
7804,English
7804,Cantonese
7805,Japanese
7805,English
7806,English
7807,English
7808,English
7809,English
7810,English
7811,Tamil
7812,English
7813,English
7815,English
7816,Mandarin
7817,English
7818,English
7819,English
7820,Italian
7820,Spanish
7821,English
7822,English
7822,Spanish
7823,Urdu
7824,English
7825,Japanese
7826,English
7828,English
7829,English
7830,English
7831,English
7832,English
7833,English
7834,English
7834,Russian
7834,French
7835,English
7836,Dari
7837,English
7838,English
7839,English
7840,English
7841,English
7842,English
7843,English
7844,English
7844,Italian
7845,English
7845,Chinese
7846,Hindi
7847,English
7848,Japanese
7848,English
7849,English
7850,English
7851,Hindi
7852,English
7853,English
7854,Tamil
7855,English
7856,English
7857,Spanish
7858,English
7859,English
7860,English
7861,French
7863,English
7864,Hindi
7865,Telugu
7866,Japanese
7867,English
7868,French
7869,English
7870,English
7871,English
7872,English
7872,French
7873,English
7874,English
7874,Spanish
7875,English
7876,Cantonese
7877,English
7878,English
7879,Hindi
7880,Filipino
7880,Tagalog
7881,English
7882,Hindi
7883,English
7883,Spanish
7884,Marathi
7885,English
7885,French
7885,Finnish
7886,English
7887,English
7888,English
7889,English
7890,English
7891,German
7891,English
7891,Yiddish
7892,Japanese
7893,English
7894,English
7894,Spanish
7895,French
7896,Italian
7896,Spanish
7897,English
7898,English
7899,English
7900,English
7901,English
7901,Serbo-Croatian
7902,English
7903,English
7903,Arabic
7904,French
7904,Italian
7904,Spanish
7905,English
7906,Hindi
7907,English
7908,German
7908,English
7909,English
7909,French
7909,German
7909,Italian
7910,English
7911,English
7912,Swiss German
7913,Mandarin
7914,English
7915,English
7915,Hebrew
7915,German
7915,Arabic
7917,English
7918,Hindi
7919,Japanese
7920,Hindi
7921,English
7922,English
7923,English
7924,English
7925,English
7926,English
7927,Tamil
7928,English
7929,English
7930,English
7931,English
7932,English
7933,English
7934,English
7935,English
7936,Mandarin
7936,Cantonese
7937,Hindi
7937,Tamil
7938,English
7938,German
7939,English
7940,English
7941,English
7942,English
7942,Italian
7943,English
7944,Filipino
7944,Tagalog
7945,English
7945,French
7945,North American Indian
7946,English
7947,English
7948,English
7949,English
7950,English
7951,English
7952,German
7953,English
7954,English
7955,English
7956,English
7957,English
7958,English
7960,English
7961,English
7961,Italian
7961,German
7961,French
7962,English
7963,English
7964,English
7965,English
7965,German
7966,English
7967,English
7968,English
7969,Persian
7970,English
7971,English
7971,French
7971,Italian
7971,Spanish
7972,English
7972,Spanish
7973,English
7974,English
7975,Turkish
7976,Japanese
7977,English
7978,English
7979,English
7980,English
7981,English
7982,English
7983,English
7983,French
7984,English
7985,Telugu
7986,English
7987,English
7988,English
7988,French
7988,Norwegian
7989,English
7991,English
7992,Mandarin
7993,Filipino
7993,Tagalog
7994,English
7995,English
7996,English
7997,English
7998,English
7999,Mandarin
8000,English
8001,Mandarin
8001,Cantonese
8001,English
8002,Dutch
8003,English
8004,English
8005,English
8006,Telugu
8007,English
8007,French
8008,Hindi
8009,Cantonese
8009,Japanese
8010,English
8011,English
8011,Portuguese
8011,Spanish
8011,Italian
8012,English
8013,English
8014,English
8015,English
8015,Spanish
8015,French
8015,Portuguese
8016,English
8017,English
8018,English
8019,English
8020,English
8021,Spanish
8022,English
8023,English
8024,English
8024,Spanish
8024,French
8025,English
8026,English
8027,Mandarin
8028,English
8029,English
8030,Mandarin
8030,Russian
8031,English
8032,French
8032,Czech
8033,English
8034,Telugu
8035,English
8036,English
8037,English
8038,English
8039,English
8040,English
8041,English
8041,Spanish
8042,English
8043,Italian
8044,English
8045,English
8046,English
8047,English
8048,English
8048,Italian
8049,English
8050,English
8051,French
8051,English
8051,German
8051,Spanish
8051,Polish
8052,English
8053,English
8054,English
8055,English
8056,English
8056,French
8057,English
8058,English
8059,English
8060,English
8061,English
8062,English
8063,English
8064,English
8065,English
8067,English
8068,English
8069,Hindi
8070,Mandarin
8070,Cantonese
8071,English
8072,English
8073,Hindi
8074,English
8074,Afrikaans
8075,English
8076,English
8077,English
8078,English
8079,Czech
8080,English
8081,Telugu
8082,English
8083,English
8084,English
8085,English
8086,English
8086,Middle English
8087,English
8088,English
8089,Filipino
8089,Tagalog
8090,English
8091,English
8092,English
8093,English
8094,Korean
8095,Spanish
8096,Hindi
8097,Hindi
8098,English
8099,English
8100,English
8100,Swedish
8101,English
8102,Catalan
8103,English
8104,Italian
8105,English
8106,Hindi
8107,Spanish
8108,Marathi
8109,Tagalog
8109,Filipino
8110,Polish
8111,English
8112,Cantonese
8112,French
8112,English
8113,English
8114,English
8115,Hindi
8116,Croatian
8117,French
8118,English
8119,English
8120,English
8121,English
8122,English
8123,Portuguese
8124,English
8125,English
8125,Latin
8126,Mandarin
8127,Sinhalese
8127,Tamil
8128,English
8128,Japanese
8128,Spanish
8129,English
8131,Mandarin
8131,Cantonese
8131,English
8131,Tagalog
8132,Swedish
8133,English
8134,English
8135,English
8136,English
8137,English
8138,Mandarin
8139,English
8140,English
8141,English
8142,English
8143,English
8143,Spanish
8144,English
8145,Italian
8146,English
8147,English
8148,English
8149,English
8150,English
8150,Korean
8151,English
8152,English
8153,English
8154,English
8155,English
8156,Hindi
8157,German
8158,English
8159,English
8160,English
8161,English
8162,English
8163,English
8164,English
8165,English
8166,English
8167,English
8167,Spanish
8168,English
8169,English
8170,English
8170,Afrikaans
8170,Xhosa
8171,Mandarin
8172,English
8173,English
8174,English
8175,English
8176,English
8177,English
8177,Russian
8178,Hindi
8179,English
8180,English
8181,Swedish
8182,English
8183,English
8183,Mandarin
8184,Korean
8185,English
8186,English
8187,English
8188,English
8189,English
8190,Chinese
8190,English
8190,French
8190,Russian
8191,English
8191,Danish
8192,English
8193,English
8193,Portuguese
8193,French
8194,English
8195,English
8196,English
8197,English
8198,English
8198,French
8198,Greek
8199,English
8200,English
8201,English
8202,Mandarin
8203,English
8204,Tamil
8205,English
8206,English
8207,English
8208,English
8209,English
8210,English
8211,English
8212,English
8213,Hindi
8213,English
8214,English
8215,English
8216,English
8217,French
8217,English
8218,English
8219,English
8220,English
8221,English
8222,Korean
8223,English
8224,English
8225,English
8226,English
8227,Tamil
8228,English
8229,Mandarin
8230,Japanese
8231,English
8232,English
8233,English
8234,English
8235,English
8236,Cantonese
8236,English
8237,Albanian
8238,Italian
8239,English
8240,English
8241,Korean
8242,Italian
8242,English
8243,English
8244,English
8245,German
8246,German
8246,English
8247,English
8248,Japanese
8248,English
8248,Italian
8249,English
8250,English
8252,English
8253,English
8254,English
8254,Yiddish
8255,Russian
8255,English
8255,French
8256,English
8257,Latvian
8257,Russian
8258,English
8259,English
8260,Turkish
8261,Dutch
8262,English
8263,English
8264,English
8265,English
8266,English
8266,Chinese
8266,Hindi
8266,Telugu
8267,English
8268,English
8268,Portuguese
8268,Turkish
8270,Malayalam
8271,English
8272,Tamil
8273,English
8274,German
8276,Tamil
8277,English
8278,English
8279,Turkish
8280,English
8281,English
8282,English
8283,English
8284,English
8285,English
8286,English
8287,English
8288,Japanese
8289,English
8289,German
8289,Spanish
8289,Italian
8290,Cantonese
8291,English
8292,Tagalog
8292,Filipino
8293,English
8294,Marathi
8295,English
8297,English
8298,English
8299,English
8300,English
8301,English
8302,English
8303,English
8304,English
8305,German
8306,English
8307,English
8308,English
8309,English
8310,English
8311,English
8312,Danish
8313,English
8314,English
8315,English
8316,English
8317,English
8318,English
8318,Serbian
8319,English
8319,Spanish
8320,English
8321,English
8322,English
8323,Mandarin
8324,English
8325,Korean
8326,Hindi
8327,English
8328,English
8329,English
8329,Japanese
8330,Hebrew
8330,English
8331,English
8332,English
8333,English
8334,English
8334,French
8335,English
8336,French
8336,English
8337,English
8338,English
8339,English
8340,English
8341,English
8341,Spanish
8342,English
8343,English
8344,English
8345,English
8346,English
8347,English
8348,Hebrew
8348,Russian
8348,English
8349,English
8350,English
8351,English
8352,English
8352,Latin
8353,English
8354,English
8355,Korean
8356,Hindi
8357,Korean
8358,English
8359,English
8360,English
8361,English
8362,English
8363,English
8364,English
8365,English
8366,English
8367,Japanese
8368,English
8369,English
8370,English
8371,French
8372,English
8373,English
8374,English
8375,English
8376,English
8377,English
8378,Korean
8379,English
8380,English
8381,Korean
8382,Japanese
8383,English
8383,Japanese
8384,English
8385,English
8385,Italian
8386,English
8387,English
8388,Japanese
8389,English
8389,French
8391,English
8392,English
8392,Spanish
8393,English
8394,English
8394,Korean
8395,English
8396,Filipino
8396,Tagalog
8397,Telugu
8398,English
8399,English
8400,English
8401,English
8401,Italian
8402,Hindi
8403,French
8404,Hindi
8405,English
8406,English
8407,Italian
8408,Turkish
8409,English
8410,English
8411,English
8412,English
8413,English
8414,English
8414,Quechua
8415,English
8416,English
8417,English
8418,English
8419,English
8420,English
8421,Cantonese
8421,English
8421,Japanese
8421,Min Nan
8421,Mandarin
8422,English
8423,English
8424,English
8424,Ukrainian
8425,Hindi
8425,Awadhi
8426,English
8427,English
8428,English
8430,English
8431,English
8432,English
8432,Spanish
8433,English
8434,English
8435,English
8436,English
8437,English
8438,Finnish
8439,English
8439,Albanian
8440,English
8441,Tamil
8441,Telugu
8442,Hindi
8443,English
8444,English
8445,English
8446,English
8447,English
8448,English
8449,English
8450,English
8451,Italian
8452,English
8453,English
8454,English
8455,English
8456,Hindi
8457,English
8458,English
8459,English
8460,English
8461,English
8462,English
8463,Tamil
8464,English
8465,Mandarin
8466,English
8467,English
8468,English
8468,Spanish
8469,English
8470,English
8471,English
8472,English
8473,French
8473,Spanish
8474,English
8475,English
8476,English
8477,English
8478,English
8478,Spanish
8479,Persian
8479,Greek
8479,Russian
8479,Turkish
8480,English
8481,English
8482,English
8483,Hindi
8484,English
8485,English
8486,English
8487,Russian
8488,Italian
8489,English
8489,Latin
8489,French
8490,Mandarin
8491,Vietnamese
8493,English
8495,French
8496,English
8497,German
8498,English
8499,English
8500,English
8501,German
8501,Swedish
8502,English
8503,English
8504,English
8505,Finnish
8506,English
8507,English
8508,English
8509,English
8510,English
8511,English
8511,Spanish
8511,French
8512,English
8513,German
8514,Croatian
8514,English
8514,German
8514,Italian
8515,English
8516,Arabic
8516,English
8516,Hebrew
8516,Persian
8516,Russian
8516,Yiddish
8517,English
8518,English
8519,English
8520,English
8521,English
8522,English
8522,Spanish
8523,Russian
8524,English
8525,Marathi
8526,English
8527,English
8528,English
8529,English
8530,English
8531,Korean
8532,English
8533,English
8534,English
8535,Italian
8536,English
8537,English
8537,Spanish
8537,German
8538,English
8538,Spanish
8539,English
8540,English
8540,German
8541,English
8542,English
8543,Hindi
8544,English
8544,Korean
8545,English
8546,Korean
8547,English
8548,English
8549,English
8550,English
8551,Hindi
8551,Punjabi
8552,Russian
8552,German
8553,English
8554,English
8555,Urdu
8556,English
8557,English
8557,German
8558,Tamil
8559,English
8560,English
8561,English
8562,English
8563,English
8564,Tamil
8565,English
8566,Italian
8566,Slovenian
8567,English
8568,English
8569,English
8570,English
8571,Cantonese
8572,Icelandic
8573,English
8574,English
8575,English
8576,English
8577,English
8578,English
8579,English
8579,Portuguese
8580,Hindi
8581,Hindi
8582,English
8582,Arabic
8582,French
8583,English
8584,English
8585,English
8586,English
8587,English
8588,English
8589,English
8590,English
8591,English
8592,English
8593,English
8593,French
8594,English
8595,English
8596,Cantonese
8596,Mandarin
8596,English
8597,English
8598,Italian
8599,English
8599,Russian
8600,English
8601,Mandarin
8601,English
8601,Cantonese
8601,Japanese
8602,English
8603,English
8604,English
8604,Russian
8604,Ukrainian
8605,English
8606,English
8607,English
8608,Mandarin
8609,English
8609,French
8610,Filipino
8610,Tagalog
8611,English
8612,English
8613,English
8614,Mandarin
8615,English
8616,English
8617,English
8618,English
8619,French
8619,Arabic
8620,German
8620,English
8620,Swiss German
8620,Arabic
8620,Urdu
8621,English
8622,English
8624,English
8625,English
8626,Hindi
8627,Hindi
8627,Punjabi
8627,English
8628,English
8629,English
8630,English
8631,English
8632,English
8633,Mandarin
8634,English
8635,English
8636,English
8637,English
8638,English
8639,English
8640,English
8641,English
8642,English
8643,English
8644,Hindi
8645,English
8645,Japanese
8646,Serbian
8646,Albanian
8647,English
8647,German
8648,Spanish
8649,English
8650,English
8651,English
8652,English
8653,English
8654,Spanish
8654,Yiddish
8655,English
8656,English
8656,Somali
8657,Tamil
8658,English
8659,English
8659,Japanese
8659,Mandarin
8660,English
8662,English
8663,English
8664,English
8665,English
8665,Hindi
8665,Punjabi
8667,English
8668,English
8669,English
8670,English
8671,English
8672,Danish
8673,English
8674,English
8675,English
8676,Cantonese
8676,Mandarin
8677,English
8678,English
8679,English
8680,Mandarin
8681,English
8682,English
8683,English
8684,English
8685,English
8686,English
8687,English
8688,English
8689,English
8690,English
8691,English
8692,Dutch
8692,English
8693,English
8694,English
8695,English
8696,English
8697,English
8698,English
8699,English
8699,Greek
8700,English
8701,English
8702,English
8703,English
8704,Japanese
8705,English
8706,English
8706,American Sign Language
8707,English
8708,Telugu
8708,Malayalam
8709,English
8710,English
8711,English
8712,Tamil
8713,Korean
8714,English
8715,English
8716,English
8717,English
8718,English
8719,English
8720,English
8721,English
8722,English
8723,English
8724,English
8725,Slovak
8725,Czech
8726,English
8728,English
8729,English
8730,English
8731,Chinese
8732,Mandarin
8733,English
8734,English
8735,Italian
8735,English
8736,French
8736,English
8736,German
8736,Hindi
8736,Kazakh
8736,Russian
8736,Polish
8737,English
8738,Albanian
8739,English
8740,Russian
8740,English
8741,French
8742,Arabic
8743,German
8744,English
8745,English
8746,English
8747,Italian
8747,English
8748,Turkish
8749,French
8749,Italian
8749,Latin
8749,Spanish
8750,English
8751,English
8751,Spanish
8752,English
8753,English
8754,English
8755,English
8756,English
8757,English
8758,English
8759,English
8760,Korean
8761,English
8762,English
8763,English
8764,English
8765,English
8766,English
8767,English
8768,English
8769,English
8770,Cantonese
8770,English
8770,Mandarin
8771,English
8772,Italian
8772,English
8773,Hindi
8774,English
8775,English
8776,English
8777,English
8777,Italian
8778,English
8779,English
8779,Spanish
8780,English
8781,English
8782,English
8783,Tamil
8784,English
8785,English
8786,English
8787,English
8788,English
8789,Turkish
8790,English
8791,English
8792,Turkish
8793,English
8794,English
8795,Croatian
8795,Bosnian
8796,English
8797,Hindi
8798,Hindi
8799,English
8800,English
8801,English
8802,English
8802,Khmer
8802,Thai
8803,English
8804,English
8805,English
8806,English
8807,Estonian
8807,Russian
8808,English
8809,Turkish
8811,English
8812,English
8813,English
8814,English
8815,English
8816,English
8817,English
8818,English
8819,English
8820,English
8821,English
8822,Mandarin
8823,English
8824,English
8825,English
8826,Spanish
8827,English
8828,English
8830,English
8831,English
8832,English
8833,English
8834,English
8835,English
8836,English
8837,English
8838,English
8839,English
8840,English
8841,English
8842,English
8844,English
8845,German
8846,English
8847,English
8848,English
8849,English
8850,Hebrew
8851,Mandarin
8852,English
8853,English
8854,Telugu
8855,English
8856,English
8857,English
8857,Italian
8858,English
8859,English
8860,English
8861,English
8861,Spanish
8862,Italian
8863,English
8864,English
8865,English
8866,English
8867,English
8868,English
8869,English
8870,English
8871,English
8871,Spanish
8872,English
8873,English
8874,English
8875,English
8876,English
8877,English
8878,English
8878,None
8879,English
8880,English
8881,Cantonese
8881,Mandarin
8882,Italian
8882,English
8883,English
8884,English
8885,Telugu
8886,English
8887,English
8888,English
8889,English
8890,English
8891,English
8892,English
8893,English
8893,Aboriginal
8894,English
8894,Lithuanian
8895,Tamil
8895,Hindi
8896,English
8897,English
8898,French
8899,English
8900,English
8902,English
8903,English
8903,Hungarian
8904,Filipino
8904,Tagalog
8905,English
8906,English
8907,German
8908,Dutch
8909,English
8910,English
8911,English
8912,Arabic
8912,Hebrew
8912,English
8913,English
8914,English
8915,Czech
8916,English
8917,English
8918,English
8919,English
8920,Spanish
8920,English
8921,English
8922,English
8923,English
8924,English
8925,English
8926,English
8928,English
8928,Finnish
8928,Mandarin
8928,Swedish
8929,English
8930,English
8930,French
8931,Tamil
8932,English
8933,English
8934,Hindi
8935,French
8935,German
8936,English
8937,Chinese
8938,English
8939,English
8940,English
8940,Spanish
8940,German
8940,French
8940,Italian
8940,Japanese
8940,Polish
8941,Russian
8942,English
8943,English
8944,English
8945,English
8946,English
8946,French
8946,Dutch
8947,English
8948,English
8949,Telugu
8951,English
8952,English
8953,English
8954,English
8955,Spanish
8955,English
8956,Italian
8957,Tamil
8957,Telugu
8958,English
8959,English
8960,English
8961,English
8961,Dutch
8961,French
8962,English
8963,English
8964,English
8964,Spanish
8965,English
8966,English
8967,Mandarin
8968,English
8969,English
8970,English
8971,Hindi
8972,English
8973,English
8974,English
8975,English
8975,French
8976,Italian
8978,English
8979,English
8979,Portuguese
8980,English
8980,Mandarin
8980,Chinese
8981,English
8982,Spanish
8983,English
8984,English
8985,Spanish
8986,English
8987,English
8988,English
8989,English
8990,English
8991,English
8992,English
8993,Hindi
8994,English
8995,English
8996,English
8997,English
8998,Tamil
8999,English
9000,Japanese
9001,German
9002,English
9003,English
9003,Russian
9003,French
9004,English
9005,English
9006,English
9008,English
9009,English
9010,English
9011,English
9012,English
9013,English
9014,English
9015,Hindi
9016,English
9017,Cantonese
9018,English
9019,English
9020,English
9022,Hindi
9022,English
9023,English
9024,Portuguese
9024,Italian
9024,German
9024,English
9024,Spanish
9025,English
9026,German
9027,English
9028,English
9029,Italian
